id,doc,frame,minority,linguistic_minority,religious_minority,social_class_minority,sexual_orientation_minority,ethnic_minority,national_minority,other_minority,disabled_minority,age_numerical,income,citizenship,education,political_left_right,exp_housing_discrim,city_district,city_neighborhood,prof_situation,fear_forced_out,seen_landlord_pressure,changes_in_community,seen_renovations,neighborhood_connection,respect_rules,neighbhorhood_crime,env_pollution_impact,climate_concern,age,city,country,preframe_densifproj_acceptance,postframe_densifproj_acceptance,densifproj_on_rent,densifproj_on_social,politics,politics_w_extremes,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,Group.1,imce_RentContr,imce_InclZon,imce_Partic,imce_nonProf,imce_dens,imce_mixUse,imce_ClimNeutr
R_2wAm8Zm2lF2O4CO,I like how the survey was not confusing ,other district,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2.0,US Born,Higher education entrance qualification,4.0,Yes,West and Near West Side,Near West Side,Employed (full-time),1,1,1,2,1,-1,1,4.0,2,1,Chicago,United States,2,2,0,3,moderate,moderate,1,0,0,0,R_2wAm8Zm2lF2O4CO,-0.240064044010871,-0.639998986782858,0.0,-0.18269935269769,0.604909640834596,0.681679332361305,0.0157225334832467
R_2VF2M5Jyu2X8EXx,Some Proposals Had Good Prospects Some Didn't.,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,US Born,Higher education entrance qualification,3.0,No,Southwest Side,Englewood,Employed (part-time),-2,0,0,-2,2,0,-1,7.0,1,4,Chicago,United States,0,0,2,1,moderate,moderate,1,0,0,0,R_2VF2M5Jyu2X8EXx,-0.463733393156099,0.115989119408584,-0.487730368777612,0.557406608412871,0.0501671097621345,-0.473057336984932,-0.138634293922245
R_1CguVirLWgRemum,"Prefer 0% climate impact; no foreign investor, some rent control, mixed occupancy & limited growth in population.",neighborhood,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,5.0,US Born,Doctoral degree,3.0,No,North Side,Lincoln Park,Employed (full-time),-2,-1,0,0,1,-2,1,7.0,2,5,Chicago,United States,0,-1,0,0,moderate,moderate,1,0,0,0,R_1CguVirLWgRemum,0.0920288748421306,0.144876266682029,0.170340010906703,0.144071118504257,0.0955731999764084,0.109176427298721,0.203291234153993
R_9RKlSWp0Xatt2ZX,Because it's better ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,US Born,Apprenticeship,3.0,No,West and Near West Side,West Garfield Park,Employed (full-time),-2,-2,-2,2,0,2,-2,10.0,2,1,Chicago,United States,3,0,0,0,moderate,moderate,1,0,0,0,R_9RKlSWp0Xatt2ZX,0.0,-0.110181884648388,0.0,0.196709071431698,0.39796085168482,0.17776148111067,0.592491933620971
R_2VEDVLgaHLW8vUR,The percentage overall on any subject,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,US Born,Secondary school certificate,6.0,No,South Side,Bridgeport,Employed (part-time),0,1,1,0,2,-1,0,9.0,2,5,Chicago,United States,0,0,-1,-1,conservative,conservative,1,0,0,0,R_2VEDVLgaHLW8vUR,0.0,0.0233793545064002,0.107160911495866,0.105093417259489,-0.295999865464592,0.0626177003476674,0.57505417728999
R_3iEJsXaYL1FcgPU,I was mainly looking at whether there are residential apartments only or mixed ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,US Naturalization,Bachelor's degree,1.0,No,"Central, Near North, and Near North Side",Near North Side,Homemaker,-1,-1,0,-1,1,-1,-2,8.0,1,2,Chicago,United States,0,0,0,0,liberal,liberal,1,0,0,0,R_3iEJsXaYL1FcgPU,-0.322485700402141,-0.225629491384266,-0.167785410615704,0.103566506024742,0.0096002963550026,-0.268307468341177,-0.230633320201337
R_273zn12JogYk4lD,The way my family is,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,4.0,US Born,Higher education entrance qualification,5.0,Yes,North Side,Lakeview,Employed (part-time),0,1,0,2,1,-2,1,3.0,-1,1,Chicago,United States,-1,0,-2,-1,conservative,conservative,0,1,0,0,R_273zn12JogYk4lD,-0.109554452768168,0.0936108489448974,-0.789691748023134,-0.427992568908895,0.541415767929728,-0.156595992839471,-0.216596113361268
R_3J2Hz4usRoWgdod,how much government involvement density of population ,other district,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,8.0,US Born,Bachelor's degree,4.0,Yes,West and Near West Side,Near West Side,Employed (part-time),-1,-1,1,-1,1,-1,-1,5.0,1,5,Chicago,United States,1,1,1,2,moderate,moderate,0,1,0,0,R_3J2Hz4usRoWgdod,-0.303648079268573,0.409358115761112,-0.283341740507496,-0.258451144314469,-0.233657235136971,-0.261660217546888,0.131680925404747
R_3qCFK3jbSjYmoql,I like this all survey questions.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,US Born,Master's degree,0.0,No,Southwest Side,New City,Employed (full-time),0,2,2,2,2,-2,2,10.0,2,3,Chicago,United States,3,3,3,3,liberal,very liberal,0,1,0,0,R_3qCFK3jbSjYmoql,-0.350874359776984,0.731242762432137,-0.362401232222168,-0.512854484813823,-0.449997537187139,0.0,0.990099009900989
R_6Xt8a93uJsRgNJT,I am wary of for-profit investors in general and think all of the percentages of affordable housing were too low.,other district,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,10.0,US Born,Bachelor's degree,0.0,Yes,North Side,Lincoln Park,Employed (part-time),0,0,0,-1,0,-2,2,4.0,1,2,Chicago,United States,0,0,-1,2,liberal,very liberal,1,0,0,0,R_6Xt8a93uJsRgNJT,-0.318060785327923,0.0524085311384953,-0.0026291058573186,0.314282014850054,-0.0171123639311375,0.669905673741927,0.553233911888391
R_1jVwJU6YrDMutdV,I like my neighborhood and would love to see it further developed.,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,5.0,US Naturalization,Master's degree,4.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-2,0,1,-1,2,-2,1,5.0,2,5,Chicago,United States,0,3,0,2,moderate,moderate,1,0,0,0,R_1jVwJU6YrDMutdV,0.249054398694631,-0.364934048400653,0.0330208273946823,-0.732854599584239,0.511048862480872,0.0233207288134601,0.0514381358137934
R_24Ph1qqTdWWjc6j,With the virus going around and people have lost their jobs we don't need a rent increase now,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,US Born,Secondary school certificate,3.0,No,South Side,Washington Park,Not working (disability/illness),-2,-2,0,-1,0,0,-2,1.0,-2,4,Chicago,United States,0,0,0,0,moderate,moderate,1,0,0,0,R_24Ph1qqTdWWjc6j,-0.0421242202745114,-0.550295430147843,-0.43911702578515,-0.434400764690495,0.106983831882161,0.0841945341117193,0.698093267188523
R_3s6YBvvaag5aXWX,rent in the city of Chicago ,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,3.0,US Born,Higher technical examination,0.0,No,Far North Side,Edgewater,Not working (retired),-2,-2,1,2,1,-1,-1,10.0,2,5,Chicago,United States,-2,2,0,2,liberal,very liberal,0,1,0,0,R_3s6YBvvaag5aXWX,0.728569373550106,-0.0237758162595115,-0.638003572692055,0.0123049586096834,0.0187254438068176,-0.462107666718619,-0.0126734061116166
R_rf0Ew1Spy9qCZWx,having a project like this would bring more traffic to an already densely populated area,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,US Born,Secondary school certificate,3.0,No,Northwest Side,Belmont Cragin,Not working (retired),0,-1,1,-1,-1,1,-1,3.0,1,5,Chicago,United States,0,-3,1,1,moderate,moderate,1,0,0,0,R_rf0Ew1Spy9qCZWx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_yNCMCv2fD7OpUwp,"I tried to focus on lower density, more local business and how it would be funded. ",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,US Born,Higher education entrance qualification,5.0,No,Far South Side,Riverdale,Not working (retired),-1,-1,-1,-1,0,-1,-1,7.0,-1,5,Chicago,United States,-1,-2,1,2,conservative,conservative,1,0,0,0,R_yNCMCv2fD7OpUwp,-0.558655182573099,-0.594533934894043,-0.721909102125719,0.22301009757667,-0.169215597020318,-0.561344768549683,-0.22390703115206
R_2cbDyDnWu2K5ucp,I am concerned about the amount of affordable housing,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,3.0,US Born,Bachelor's degree,4.0,No,Northwest Side,Dunning,Not working (retired),-2,-2,1,1,-1,-2,1,3.0,1,5,Chicago,United States,1,-1,-1,1,moderate,moderate,1,0,0,0,R_2cbDyDnWu2K5ucp,0.407981563243995,0.231279579989446,0.0,-0.42474905136524,-0.657926442559439,-0.235060922876059,-0.16855106220898
R_BS403NPCY2cKqsN,Building large buildings for housing brings the neighborhood down,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,US Born,No school certificate,6.0,Yes,Northwest Side,Portage Park,Not employed (unemployed),-1,-1,-1,1,1,-1,1,5.0,0,5,Chicago,United States,1,-3,-1,-1,conservative,conservative,1,0,0,0,R_BS403NPCY2cKqsN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1Ijgb8Q1C3y9rDa,"I decided for or against certain proposals because to prevent overcrowding of the community, some things are to be avoided ",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,US Born,Bachelor's degree,4.0,Yes,West and Near West Side,West Town,Employed (full-time),-1,2,0,2,1,-1,1,3.0,2,3,Chicago,United States,-1,-1,1,1,moderate,moderate,0,1,0,0,R_1Ijgb8Q1C3y9rDa,-0.663900341019553,0.194932553380904,0.419057765146951,0.584036085961927,0.0451635666210114,0.0609962606482938,0.353068295977146
R_AKIimK4YY8EpJsZ,Residents should be involved in changes,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,US Born,Bachelor's degree,5.0,No,West and Near West Side,South Lawndale,Employed (part-time),0,1,1,1,1,1,1,7.0,1,3,Chicago,United States,1,1,1,1,conservative,conservative,1,0,0,0,R_AKIimK4YY8EpJsZ,-0.471121869753161,0.351171278910017,0.0,0.199333386235402,0.0189183798093533,0.633786711418212,-0.0908930365772872
R_2dhBNVrUSdHIYhq,"100% population is unreasonable. It would lead to overcrowding, crime and disease.",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,US Born,Higher education entrance qualification,3.0,Yes,Far North Side,Rogers Park,Not working (retired),-2,-1,-1,-1,-2,2,-2,5.0,0,5,Chicago,United States,2,1,-1,1,moderate,moderate,1,0,0,0,R_2dhBNVrUSdHIYhq,-0.282206169405878,0.0333726351286982,0.353365766373341,0.199216771662761,-0.365367271451761,0.0,-0.0002045724667597
R_w1Bq9hrXK1I0TNn,"I am against bringing more big projects and population to an already densely populated area. As a homeowner, I do not want more people congesting the neighborhood. ",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,US Born,Bachelor's degree,0.0,No,North Side,Lakeview,Employed (full-time),-2,1,1,1,2,1,0,7.0,2,4,Chicago,United States,2,-3,3,1,liberal,very liberal,1,0,0,0,R_w1Bq9hrXK1I0TNn,0.312364465502457,-0.207466468935537,0.332759969406731,0.590432842752177,-0.219020519794504,0.048619106975591,0.0775527184484368
R_eb8u6XH3LWIn4OZ,I'm not in favor of rent control. The community needs to be involved. Government housing isn't the greatest run management. Would want low density,neighborhood,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,3.0,US Born,Master's degree,7.0,No,"Central, Near North, and Near North Side",Near South Side,Not working (retired),-2,0,0,1,1,-1,-2,7.0,-1,5,Chicago,United States,0,-1,1,-1,conservative,very conservative,1,0,0,0,R_eb8u6XH3LWIn4OZ,0.0,-0.463930308459205,-0.459090142464695,-0.0508079916775152,-0.0029265592135717,-0.441975164601569,0.365404384669383
R_1pQZCNgeOvPq8PE,just because its right ,other district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,US Born,Secondary school certificate,5.0,Yes,Far South Side,Hegewisch,Not working (other reason),1,0,0,0,1,1,2,4.0,0,4,Chicago,United States,-1,-2,-1,-2,conservative,conservative,0,1,0,0,R_1pQZCNgeOvPq8PE,0.702723840851575,0.0328804908120261,0.541831602822479,-0.449782252952235,0.653137743266412,0.0,-0.427165797385171
R_2yeIKHVboq80byE,Because the proposal which is appealing to me I accept them.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,US Naturalization,Doctoral degree,5.0,No,"Central, Near North, and Near North Side",Loop,Employed (full-time),2,2,1,1,1,1,2,10.0,2,3,Chicago,United States,3,2,0,1,conservative,conservative,0,1,0,0,R_2yeIKHVboq80byE,-0.35745085529316,-0.119824782490452,-0.394651425287806,0.0604892665216303,-0.388923853054985,-0.523502330906506,0.614960411803846
R_2TpBFaFNdoneXuS,This is good and fun.,neighborhood,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,US Born,Master's degree,5.0,No,Northwest Side,Portage Park,Employed (full-time),-1,1,1,1,1,1,2,8.0,2,3,Chicago,United States,2,2,2,2,conservative,conservative,0,1,0,0,R_2TpBFaFNdoneXuS,-0.398377745582124,-0.232348130734708,-0.267273893850654,0.660142492901661,-0.319662858536626,0.0,-0.0830663504630095
R_vALTHi478VYy9y1,"Because some of them are increasing of some percentage and other no, also I would like be involve in some decisions and not only someone else only.",other district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,US Naturalization,Bachelor's degree,3.0,No,West and Near West Side,Near West Side,Employed (part-time),-2,-2,1,1,1,-2,-2,5.0,0,3,Chicago,United States,0,1,0,-1,moderate,moderate,1,0,0,0,R_vALTHi478VYy9y1,0.30580688931626,0.29567945137208,0.104642549674586,-0.0915539196163891,-0.298848518858297,0.0779162888564523,0.300520932638616
R_3ozJhbpLVa6oTmF,Climate neutral with some rent controls.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,US Born,Doctoral degree,5.0,No,"Central, Near North, and Near North Side",Near North Side,Not working (retired),-2,-2,1,1,0,1,0,4.0,-1,5,Chicago,United States,1,2,1,0,conservative,conservative,0,1,0,0,R_3ozJhbpLVa6oTmF,0.515978641359878,-0.228094817328169,0.361057281687133,-0.281204019572727,0.0085233950522039,-0.299214488581543,0.0908029318334444
R_qRDs9PM6iZItaPT,Really not into that.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,US Born,Secondary school certificate,1.0,Do not know,South Side,Oakland,Not working (retired),-1,-1,-1,-1,-1,-1,-1,2.0,0,4,Chicago,United States,-2,-2,-2,-2,liberal,liberal,1,0,0,0,R_qRDs9PM6iZItaPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2BlgZYnX6HHXYa0,"I am in favor of rent caps in maximum 10 percent increase. the working class are barely making it, work all day everyday to barely be able to pay rent ",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,US Born,Secondary school certificate,4.0,Yes,West and Near West Side,Austin,Employed (full-time),0,-1,1,-2,-1,1,-2,4.0,1,2,Chicago,United States,1,3,2,3,moderate,moderate,1,0,0,0,R_2BlgZYnX6HHXYa0,-0.090260530462723,0.224943613310651,0.302750640892146,0.278879684758984,0.19035788198798,0.0,0.248899577402477
R_3HqvkmXdpZYBVPM,The biggest one I decided against was to have small businesses as  well as apartments in the same building. These two go against one another in the short and long run. The biggest obstacle would be the crime,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,6.0,US Born,Bachelor's degree,5.0,No,Far Southwest Side,Beverly,Not working (retired),-2,2,2,1,2,2,0,8.0,2,5,Chicago,United States,-2,1,-1,0,conservative,conservative,0,1,0,0,R_3HqvkmXdpZYBVPM,-0.376818445202131,0.0603446132673471,-0.346954682198201,0.0868529374366539,-0.596168461947268,-0.474147760696104,-0.0486536514631611
R_2zSb5phhBJrTqYT,Looked at overall impact of proposals and chose that had the most benefit to the area or least harm,neighborhood,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,US Born,Higher education entrance qualification,4.0,Yes,Northwest Side,Hermosa,Not working (retired),-1,-1,-1,0,0,-1,0,5.0,2,4,Chicago,United States,-1,-1,1,1,moderate,moderate,1,0,0,0,R_2zSb5phhBJrTqYT,0.404481873236552,0.352587434679146,0.394912867981013,0.0227334607304438,-0.99009900990099,0.455517145054704,0.129763833239868
R_2D1B0kSh2hH0Xet,I did the best I could with the facts,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,US Born,Higher education entrance qualification,5.0,No,South Side,Armour Square,Employed (full-time),-1,-1,1,1,-1,0,-1,1.0,1,5,Chicago,United States,0,0,1,1,conservative,conservative,1,0,0,0,R_2D1B0kSh2hH0Xet,0.99009900990099,0.223486217903734,-0.296065667504095,0.253848826959331,0.0581830619871686,-0.491149434806987,0.533145624737659
R_1DZKrp8336lU3ME,"The big factors are low income housing (should be higher than 20%), net zero carbon emissions is a plus, any for-profit company is a minus, and over 50% increase in population density is insane unless you're going to put a Mariano's on the ground floor.",neighborhood,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,10.0,US Born,Bachelor's degree,0.0,Yes,North Side,Lincoln Park,Employed (part-time),0,-1,0,0,0,-2,2,5.0,2,2,Chicago,United States,0,0,-1,1,liberal,very liberal,1,0,0,0,R_1DZKrp8336lU3ME,-0.612706287201394,0.126742443853199,-0.401922551694797,0.527582586465467,-0.399554976348718,0.158851861159831,0.356791648589528
R_1l3ioOx5qQqzJZg,Because all it wanted was housing,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,9.0,US Born,Secondary school certificate,5.0,No,South Side,South Shore,Student,-2,0,1,1,2,1,-2,5.0,1,4,Chicago,United States,2,-3,0,2,conservative,conservative,1,0,0,0,R_1l3ioOx5qQqzJZg,0.579900031974786,-0.0923211014204195,0.041895689642766,0.584160715219668,0.0681009860080454,0.395520384464435,0.0388546279619797
R_11isE8L07U4n9fo,To many white people and not enough minority ,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,1.0,US Born,No school certificate,6.0,No,Far North Side,Rogers Park,Not employed (unemployed),-2,-2,2,2,2,0,-2,4.0,2,5,Chicago,United States,3,-1,2,3,conservative,conservative,0,1,0,0,R_11isE8L07U4n9fo,0.525360716748609,-0.20376382045005,0.558491420664457,-0.602357935150121,0.250717109390637,0.730125247597325,0.0
R_4TkFxgigcrOSrRv,Population increase is a decisive factor for me. ,neighborhood,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,3.0,US Naturalization,Master's degree,1.0,No,Southwest Side,West Lawn,Employed (part-time),0,-2,1,-2,0,-2,0,5.0,2,5,Chicago,United States,0,-2,1,2,liberal,liberal,1,0,0,0,R_4TkFxgigcrOSrRv,0.546195208426196,0.0903695863761414,0.474229549824907,0.105147592683773,-0.796496500168067,0.544466137875791,0.265304036818656
R_1Hiv2h0ptQFhyeR,I'm generally in favor of most proposals because I like the idea of communities being more inclusive toward low income and small businesses ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,US Born,Bachelor's degree,1.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (part-time),-1,0,1,1,0,0,-2,4.0,1,3,Chicago,United States,1,1,1,1,liberal,liberal,0,1,0,0,R_1Hiv2h0ptQFhyeR,0.0,0.268993333979439,-0.144371265778456,-0.11752321796988,-0.148356738689913,0.321828526359169,-0.17741907076041
R_1oniWP3jiq5LOz2,Fully use of the land and decrease the property tax.,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,3.0,US Naturalization,Master's degree,5.0,No,Far North Side,O’Hare,Employed (full-time),-1,-2,-1,-1,-1,-2,1,6.0,-1,5,Chicago,United States,1,-1,1,2,conservative,conservative,1,0,0,0,R_1oniWP3jiq5LOz2,0.357297521351582,-0.0915055152294516,0.38408658244412,-0.570306205087289,-0.127923379266459,-0.343700798325356,0.634654001934908
R_2UXgNDDWRAwoAox,"In my opinion, housing projects generally becomes a way to stack the marginalized, disenfranchised and poor together in a way that somehow make them even more marginalized, disenfranchised and somehow disconnected and isolated within the community it sits. ",district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,2.0,US Born,Higher education entrance qualification,4.0,Yes,North Side,Lakeview,Employed (full-time),-2,-1,0,-1,-2,-2,2,6.0,1,4,Chicago,United States,0,-3,-2,1,moderate,moderate,1,0,0,0,R_2UXgNDDWRAwoAox,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1popLz8njZCMeAG,I do not agree with an increase in population density greater than 20%.  ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,US Born,Doctoral degree,2.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-1,-1,1,1,0,-1,1,8.0,1,5,Chicago,United States,-1,-1,0,-1,liberal,liberal,0,1,0,0,R_1popLz8njZCMeAG,0.387442641689407,0.0,0.283804399773855,0.0663237027856638,-0.889868179145194,0.0,0.7522891485052
R_a9pdKAXEtD8s0qB,I don't mind a certain degree of public housing. They can be good neighbors,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,US Naturalization,Master's degree,1.0,No,Southwest Side,Archer Heights,Employed (full-time),-1,1,-1,1,1,-2,1,6.0,2,5,Chicago,United States,0,-1,-2,3,liberal,liberal,0,1,0,0,R_a9pdKAXEtD8s0qB,0.2955267950814,-0.180196315565949,-0.0971546551390477,-0.123127168351366,-0.174886073009368,-0.150243847276991,0.343995559993671
R_stbm4FywTpDYC6R,density above 20% is too much for this area and resident input is needed,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,US Born,Secondary school certificate,3.0,No,Northwest Side,Dunning,Employed (full-time),-2,0,0,2,2,1,1,5.0,2,5,Chicago,United States,-1,0,1,-2,moderate,moderate,0,1,0,0,R_stbm4FywTpDYC6R,-0.318997024521376,0.351899574883674,0.35927803909706,0.0560764057872276,-0.757483381799177,-0.885383502545889,-0.16355609464422
R_3Gvs4uetamM2nHE,"rent controls generally lead to housing shortages, so I am against them",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.0,US Born,Master's degree,3.0,No,West and Near West Side,West Town,Employed (full-time),-1,-1,0,-1,0,-1,-1,5.0,-1,5,Chicago,United States,0,0,1,-1,moderate,moderate,0,1,0,0,R_3Gvs4uetamM2nHE,-0.853845344452056,0.460964737648397,-0.164606645635356,-0.0164260301348429,0.122728390548588,-0.546119503478636,-0.676903143388164
R_1ri8CB2CEh5RKHh,I looked to see what would benefit the neighborhood more,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,US Born,Apprenticeship,4.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (part-time),-1,-1,1,1,1,-1,1,8.0,1,2,Chicago,United States,1,1,0,1,moderate,moderate,1,0,0,0,R_1ri8CB2CEh5RKHh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_Zxkds9dSMBeEKE9,Rent control needs to be in place so most can afford to live.,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,10.0,US Born,Bachelor's degree,1.0,No,Far North Side,Rogers Park,Not employed (unemployed),1,1,1,2,2,0,-2,5.0,2,5,Chicago,United States,-1,-1,3,-3,liberal,liberal,1,0,0,0,R_Zxkds9dSMBeEKE9,0.85268085983519,0.0044352642370759,0.382654132113946,0.245775542348834,0.141717564568502,0.46258464179806,0.569527907462459
