,ResponseId,Q12.6,Q12.6_corrected,city
264,R_Zmeai5SV48rIL7P,I don't like apartments so I wouldn't be able to live there,I don't like apartments so I wouldn't be able to live there,Chicago
265,R_re6beEJ5FtVxCG5,I prefer businesses be added in addition to apartments and that residents have some say. ,I prefer businesses be added in addition to apartments and that residents have some say. ,Chicago
266,R_12A1GOUfiwFl0V5,Yes,Yes,Chicago
267,R_1IoPx8ezDBDfj60,,,Chicago
268,R_3NK5ScIx4EQdioq,,,Chicago
269,R_1eR8MsshJEzOgcP,Condo ,Condo ,Chicago
270,R_3COQHG8hjgIiyLD,Because I think it was better ,Because I think it was better ,Chicago
271,R_6l3MiKXx9sSdkNb,Restaurants mixed with apartment buildings are asking for roaches and rats. I would never combine the two in 1 building,Restaurants mixed with apartment buildings are asking for roaches and rats. I would never combine the two in one building,Chicago
272,R_2bVqCKSLuzb6pcC,,,Chicago
273,R_3Rf5ezrbf2mMFYq,I'm not of fan of large housing units. I do however feel like the south side could use more entertainment stores small shops in neighborhoods so that's a plus to implement in housing projects on that side of town. I'm in favor of rent control I think that rent in Chicago is getting out of hand even in areas like mine “ North Lawndale”. Also I think it's important to engage the community unless developers aren't aiming to develop for current residents. ,"I'm not of fan of large housing units. I do however feel like the south side could use more entertainment stores small shops in neighborhoods so that's a plus to implement in housing projects on that side of town. I'm in favor of rent control I think that rent in Chicago is getting out of hand even in areas like mine, North Lawndale. Also I think it's important to engage the community unless developers aren't aiming to develop for current residents. ",Chicago
274,R_yWtFT13EfDj8n5f,I like rent cap. I'm always concerned how much it will go up annually ,I like rent cap. I'm always concerned how much it will go up annually ,Chicago
275,R_WpNwaYPOjOSYx7X,,,Chicago
276,R_1E1badg812EQqO5,They seemed to make the most sense ,They seemed to make the most sense ,Chicago
277,R_06PfAbQgT8pDII1,i think bringing in more housing for people with it being affordable is good.,I think bringing in more housing for people with it being affordable is good.,Chicago
278,R_2YA2vtfDFgsWJ1W,I like the idea of rent control and mixed use buildings. I do not support 100% density ,I like the idea of rent control and mixed use buildings. I do not support 100% density ,Chicago
279,R_1JQJo09vChja8sb,Rent control was most important to me.,Rent control was most important to me.,Chicago
280,R_10IRqbmYfoS007a,,,Chicago
281,R_1I796B2XwenNObK,Some proposals are not a good deal,Some proposals are not a good deal,Chicago
282,R_21GkvglhZty2Jeg,It is just now I felt ,It is just now I felt ,Chicago
283,R_2SB9Y4UF5GmIzI7,Because I feel there's better choices and programs ,Because I feel there's better choices and programs ,Chicago
284,R_6zHTJdTC0iL1A53,,,Chicago
285,R_2rYCG9t1EgxrK89,I do not like government environment and leaned against that,I do not like government environment and leaned against that,Chicago
286,R_3nCRADcKiqTy7vH,I think rent control is terrible for landlords and would make it hard for them to keep their properties in good condition. I also think people in th neighborhood pay high taxes and dont want affordable housing for people to get something that others are paying alot for,I think rent control is terrible for landlords and would make it hard for them to keep their properties in good condition. I also think people in the neighborhood pay high taxes and don't want affordable housing for people to get something that others are paying a lot for,Chicago
287,R_2xKw0a58zhbgDKP,Rent control is very important for residents that need a place to live and also need to have a sense of safty and close to areas for shopping for essentials. ,Rent control is very important for residents that need a place to live and also need to have a sense of safety and close to areas for shopping for essentials. ,Chicago
288,R_2qCbOunxltvuVEf,"I do prefer proposal with rent control, because the current rent is expensive. I also prefer proposals with increased density. ","I do prefer proposal with rent control, because the current rent is expensive. I also prefer proposals with increased density. ",Chicago
289,R_1MYuheJ926lfRlk,Getting to increase area with little harm on environment is good,Getting to increase area with little harm on environment is good,Chicago
290,R_1CEMlcoW17CE4Of,Rent control is important. Mixed use of building is also important. ,Rent control is important. Mixed use of building is also important. ,Chicago
291,R_1jGTI6XbsAE5zkw,,,Chicago
292,R_1K3yUqxIuBPwofJ,I personally feel like everybody should have affordable housing where they work.,I personally feel like everybody should have affordable housing where they work.,Chicago
293,R_27ao7aLXcDnOEt0,,,Chicago
294,R_306kzozSAP77VJh,"Not a fan of for-profit, climate concerns","Not a fan of for-profit, climate concerns",Chicago
295,R_bPWpDMNp0FTum53,I support rent control and affordable housing in order to maintain the diversity of our neighborhoods,I support rent control and affordable housing in order to maintain the diversity of our neighborhoods,Chicago
296,R_3fCy2i2gZ4yhM8T,,,Chicago
297,R_3rUvKSWg9PyWkSU,Great,Great,Chicago
298,R_2sR429P1FnQ81MD,Idc,Idc,Chicago
299,R_exjhgn0YziueQjn,No,No,Chicago
300,R_3HLz8T8LFrB5mqI,Rent control is an absolute must for Chicago but those proposals still were not right ,Rent control is an absolute must for Chicago but those proposals still were not right ,Chicago
301,R_10uEPIA4R0NiK3C,Great,Great,Chicago
302,R_1dFXvYozu1oOhJk,,,Chicago
303,R_1KjLLo5rjNzeXAu,Parkash,,Chicago
304,R_10MlNR8HULhttbE,more apartments and business and rent control,more apartments and business and rent control,Chicago
305,R_3HOC0Q0HfLoTxA5,Because it seemed right for me,Because it seemed right for me,Chicago
306,R_2BaMP6OoiQHrnWg,,,Chicago
307,R_UcJozDWvZuq3YNr,Good,Good,Chicago
308,R_1Q5jd66GPlbpmJi,yes,yes,Chicago
309,R_2OJEn7HwtAL5FI8,Tpp many restrivtions. Too many people,Too many restrictions. Too many people,Chicago
310,R_1mVQZBxYqPOS0vJ,I am in favor of more affordable housing and multi uses of buildings,I am in favor of more affordable housing and multi uses of buildings,Chicago
311,R_daIq1EFW3tEoR33,,,Chicago
312,R_daSznM6v0IsNVuh,Rents are greatly increasing here with slight increases in crimes. ,Rents are greatly increasing here with slight increases in crimes. ,Chicago
313,R_2y2EAR4wj16HrWM,its cool,its cool,Chicago
314,R_3FXL9OGYQx5nk4R,"Dislike big for profit companies, put lots of importance in the voice of the people and the environment","Dislike big for profit companies, put lots of importance in the voice of the people and the environment",Chicago
315,R_2q7px6tQs7ZX9W0,,,Chicago
316,R_3MtiCvPn4gCdifn,THX,,Chicago
317,R_22y7etIpFfgYmh3,,,Chicago
318,R_yWLSHjQiUKFZflT,Shisje e eiekeb it was the bets looking one cuz hes hot,,Chicago
319,R_3h3V8DjW3UDKPeu,Diversity ,Diversity ,Chicago
320,R_5svnTLCHFf1HoPv,Resident involment and neutral enviromental specs,Resident involvement and neutral environmental specs,Chicago
321,R_WqYNnefIkK8NsAh,Just sound better,Just sound better,Chicago
322,R_3EVWqqp5xutbiZc,,,Chicago
323,R_8H1YSVae6icaPJf,I'm open minded to all of it ,I'm open minded to all of it ,Chicago
324,R_3CTwofmxgiJYX0z,like rent caps and diversity dislike develeopers,like rent caps and diversity dislike developers,Chicago
325,R_3oU7aVrwKROpA0R,Rent control should be a thing here to make life more sustainable ,Rent control should be a thing here to make life more sustainable ,Chicago
326,R_2uNFm3HiRiJbciP,I don't really know,I don't really know,Chicago
327,R_3329594jLYsargL,It's good to have affordable rent and less crime and business for the community,It's good to have affordable rent and less crime and business for the community,Chicago
328,R_W0U5gqrghzvIDXr,just want them to do the right thing,just want them to do the right thing,Chicago
329,R_248Z2p3lQSrKYpN,,,Chicago
330,R_2VC0BkBVMeUgKIU,"I am generally in favor of local, private investing and increasing population density.","I am generally in favor of local, private investing and increasing population density.",Chicago
331,R_2QnD1NOASgMSdpt,No reason ,No reason ,Chicago
332,R_eeAm2qhwrpZnQVr,I don't have any comments,I don't have any comments,Chicago
333,R_2qvXYyLzSFKjmQ6,N/a,,Chicago
334,R_0B1IuetpBYRYS3L,This is right and Must having do,This is right and Must having do,Chicago
335,R_2qaPv42HVOVbEB2,yes,yes,Chicago
336,R_RyNthhtVu0pzymt,,,Chicago
337,R_1JXid8BmzpH5ncu,Because I feel as though me and my neighbors would not benefit ,Because I feel as though me and my neighbors would not benefit ,Chicago
338,R_1iniNoKxkNK4DbQ,I preferred proposals that focused on other social determinants of health,I preferred proposals that focused on other social determinants of health,Chicago
339,R_yItXWaIXpcXbdzH,It was well written,It was well written,Chicago
340,R_2wac3Tmi3I1jYOo,I don't like to see pay increase each year. Minimum wage raises but I don't have a job where I get minimum wage. I don't get an increase in pay. That means eventually minimum wage will be what I make. What is the purpose of going to school?,I don't like to see pay increase each year. Minimum wage raises but I don't have a job where I get minimum wage. I don't get an increase in pay. That means eventually minimum wage will be what I make. What is the purpose of going to school?,Chicago
341,R_1dmnjWvRyGbriGq,To me one of the biggest indicators is how much it is going to increase the population. We already struggle with parking.,To me one of the biggest indicators is how much it is going to increase the population. We already struggle with parking.,Chicago
342,R_Unf7iwF7cSvbUGd,on how much rentals in the area,on how much rentals in the area,Chicago
343,R_1K8f5RAnT6tpn0x,okey,okey,Chicago
344,R_22MkfoxLzPWkfwx,No,No,Chicago
345,R_e5MBskzAdViwTOV,its very good,its very good,Chicago
346,R_2dmzhjqEOl20zt0,,,Chicago
347,R_2s1iYz7ZvXVhPO4,,,Chicago
348,R_9FSD3zJldpl54Yh,"Rent control 0%, minimum of 10-20% low income housing, people involved, no government investors, environmentally friendly, mixed use to create jobs. ","Rent control 0%, minimum of 10-20% low income housing, people involved, no government investors, environmentally friendly, mixed use to create jobs. ",Chicago
349,R_1CD9wrHCTpvsdkg,I'm against it rent us too high akrwa6in chicago,I'm against it rent is too high already in Chicago,Chicago
350,R_8kcrFuGceoDc1od,I favored ones with mixed use and factored in climate change.,I favored ones with mixed use and factored in climate change.,Chicago
351,R_1HjW4r3IGaEf1ze,dont now,don't now,Chicago
352,R_29mqhgqJCRQWSnm,I think that increasing rent in general is unnecessary ,I think that increasing rent in general is unnecessary ,Chicago
353,R_1DYxYmYJd03JHZs,none,none,Chicago
354,R_3IRiR1ipijUHdi8,When it is more of an increase with no cap rent continues to go up and eventually you can't afford the apartments anymore. Residents should always have a say in what is being built in their neighborhoods. ,When it is more of an increase with no cap rent continues to go up and eventually you can't afford the apartments anymore. Residents should always have a say in what is being built in their neighborhoods. ,Chicago
355,R_afaTZH0GMr8TLON,Prefer some form of rent control,Prefer some form of rent control,Chicago
356,R_27TpCctC2g0x6k1,good very,good very,Chicago
357,R_3HIaFO8iR4nJ0MG,,,Chicago
358,R_1pyhvhaDMrf6y0G,I like the resident's involvement in the decisions,I like the resident's involvement in the decisions,Chicago
359,R_1k1DL5hp6UiBnd7,None so far ,None so far ,Chicago
360,R_2fpPcxjxzCNQTwL,This would bring down the neighborhood.,This would bring down the neighborhood.,Chicago
361,R_2Qh4Mv5J0TsihU7,,,Chicago
362,R_1hScTM9daY0Znqg,"I generally decided on the option that had a rent cap, residence get some control, no entertainment businesses included, no foreign investors, and didn't increase population as much","I generally decided on the option that had a rent cap, residence get some control, no entertainment businesses included, no foreign investors, and didn't increase population as much",Chicago
363,R_vvIANEweNoCtLsR,Because I didn't want too,Because I didn't want too,Chicago
364,R_3jeM3mLqAgMR7y3,I'd like to see more small businesses in the mix plus have a limit (to an extent) on population density,I'd like to see more small businesses in the mix plus have a limit (to an extent) on population density,Chicago
